chef_name,restaurant_name,address,cuisine_type,chef_comment,best_dish
unknown — check profile page,Kamezí Deli & Bistró,"C. Monaco, 2, 35580 Playa Blanca, Las Palmas, Spain",,,
unknown — check profile page,Bistrot Paul Bert,"18, rue Paul Bert, 75011 Paris",,,
unknown — check profile page,Fauna,"Küçükbakkalköy, Işıklar Cd. No:9 D:B, 34750 Ataşehir/Istanbul, Turkey",,,
unknown — check profile page,Lolo (Los Angeles),"5140 Sunset Blvd, Los Angeles, CA 90027, United States",,,
unknown — check profile page,Ngoc Xuyen Saigon,"4 Rue Caillaux, 75013 Paris, France",,,
unknown — check profile page,Xaman Bar,"Copenhague 6, Juárez, Cuauhtémoc, 06600 Ciudad de México, CDMX, Mexico",,,
unknown — check profile page,Le Tobsil,"Derb Abdellah Ben Hessein, R'Mila Bab Ksour, Medina, Marrakech 40000, Morocco",,,
unknown — check profile page,Contra,"138 Orchard St, New York, NY 10002, United States",,,
unknown — check profile page,République Café Bakery & République Restaurant,"624 S La Brea Ave, Los Angeles, CA 90036, United States",,,
unknown — check profile page,Café Nizza,"Åsögatan 171, 116 32 Stockholm, Sweden",,,
unknown — check profile page,Trattoria Del Pescatore,"Via Atto Vannucci, 5, 20135 Milano MI, Italy",,,
unknown — check profile page,Le Tire-Bouchon,"5 Rue des Tailleurs de Pierre, 67000 Strasbourg",,,
unknown — check profile page,L'Auberge du Père Bise - Jean Sulpice,"303 Rte du Port, 74290 Talloires-Montmin",,,
unknown — check profile page,Ostria,"Votsi, Idra 180 40, Greece",,,
unknown — check profile page,Comida Independente,"R. Cais do Tojo 28, 1200-649 Lisboa, Portugal",,,
unknown — check profile page,A.Wong,"70 Wilton Rd, Pimlico, London SW1V 1DE, United Kingdom",,,
unknown — check profile page,Sushi Noz,"181 E 78th St, New York, NY 10075, United States",,,
unknown — check profile page,Gatullo,,,,
unknown — check profile page,Thai-Art,"Kantstraße 57, 10627 Berlin, Germany",,,
unknown — check profile page,Moi,"Via Antonio Serra, 15, 00191 Roma RM, Italy",,,
unknown — check profile page,La Buvette,"67 Rue Saint-Maur, 75011 Paris",,,
unknown — check profile page,Brutus,"Eiriks gate 2, 0650 Oslo, Norway",,,
unknown — check profile page,Frenchie Bar à Vins,"6 Rue du Nil, 75002 Paris",,,
unknown — check profile page,Etiquette Wines,"Av. Louise 326, 1050 Bruxelles, Belgium",,,
unknown — check profile page,Tenuta Santu Vitu,"73013 Galatina, Province of Lecce, Italy",,,
unknown — check profile page,Sauced,"331 Bedford Ave, Brooklyn, NY 11211, United States",,,
unknown — check profile page,Markus Prime Ribs Society,"Maslak, Atatürk Oto Sanayi Sitesi No:3, 34485 Sarıyer/Istanbul, Turkey",,,
unknown — check profile page,The Argyll Arms,"18 Argyll St, Greater, London W1F 7TP, United Kingdom",,,
unknown — check profile page,Le Coucou,"138 Lafayette St, New York, NY 10013, United States",,,
unknown — check profile page,Mallard,"6 Rue Maraldi, 06300 Nice",,,
unknown — check profile page,La Mezcaloteca,"Reforma No. 506, RUTA INDEPENDENCIA, Centro, 68000 Oaxaca de Juárez, Oax., Mexico",,,
unknown — check profile page,Lorea,"Sinaloa 141, Roma Nte., Cuauhtémoc, 06700 Ciudad de México, CDMX, Mexico",,,
unknown — check profile page,Taberna da Rua das Flores,"Rua das Flores 103, 1200-194 Lisboa, Portugal",,,
unknown — check profile page,Merotoro,"Amsterdam 204, Hipódromo, Cuauhtémoc, 06100 Ciudad de México, CDMX, Mexico",,,
unknown — check profile page,Bar Bodega Quimet,"Carrer de Vic, 23, 08006 Barcelona, Spain",,,
unknown — check profile page,EXIT,"Piazza Erculea, 2, 20122 Milano MI, Italy",,,
unknown — check profile page,Almanegra Café,"Tonalá 53, Roma Nte., Cuauhtémoc, 06700 Ciudad de México, CDMX, Mexico",,,
unknown — check profile page,Trapizzino,"Piazza Trilussa, 46, 00153 Roma RM, Italy",,,
unknown — check profile page,Hugo el wine bar,"Av. Veracruz 38, Roma Nte., Cuauhtémoc, 06700 Ciudad de México, CDMX, Mexico",,,
unknown — check profile page,Antica Trattoria del Gallo,"Via Privata Gerli, 3, 20083 Gaggiano MI, Italy",,,
unknown — check profile page,Casa Julian,"Sta. Klara Kalea, 6, 20400 Tolosa, Gipuzkoa, Spain",,,
unknown — check profile page,La Cova Fumada,"C. del Baluard, 56, 08003 Barcelona, Spain",,,
unknown — check profile page,Boston Lobster Seafood Restaurant,"4501 Rosemead Blvd, Rosemead, CA 91770, United States",,,
unknown — check profile page,Julie Vinbar,"Tegelgårdsgatan 9, 211 33 Malmö, Sweden",,,
unknown — check profile page,Drink Kong,"Piazza di S. Martino Ai Monti, 8, 00154 Roma RM, Italy",,,
unknown — check profile page,Balat Sahil,"Balat, Mürselpaşa Cd. No:245, 34087 Fatih/İstanbul, Turkey",,,
unknown — check profile page,Soot Bull Jeep,"3136 W 8th St, Los Angeles, CA 90005, United States",,,
unknown — check profile page,Bodega de la Ardosa,"C. de Colón, 13, 28004 Madrid, Spain",,,
unknown — check profile page,Marigold,"Via Giovanni da Empoli, 37, 00154 Roma RM",,,
unknown — check profile page,La Natural,"7289 NW 2nd Ave, Miami, FL 33150, United States",,,
unknown — check profile page,La Paloma,"Carrer Can Pou, 4, 07812 Sant Llorenç de Balàfia, Balearic Islands, Spain",,,
unknown — check profile page,Zandunga Sabor Istmeño,"Manuel García Vigil # 512-E, Centro, 68000 Oaxaca de Juárez, Oax., Mexico",,,
unknown — check profile page,Vermeer,"Prins Hendrikkade 59-72, 1012 AD Amsterdam, Netherlands",,,
unknown — check profile page,Arakataka,"Mariboes gate 7B, 0183 Oslo, Norway",,,
unknown — check profile page,Gül Express,"Zollstrasse 11, 8005 Zürich, Switzerland",,,
unknown — check profile page,L'Oseille,"3 Rue Saint-Augustin, 75002 Paris",,,
unknown — check profile page,JaTak,"Rantzausgade 39, 2200 Copenhagen, Denmark",,,
unknown — check profile page,Gamper Bar,"Dienerstrasse 75, 8004 Zürich, Switzerland",,,
unknown — check profile page,Clamato,"80 Rue de Charonne, 75011 Paris",,,
unknown — check profile page,Palais Royal Restaurant,"110 Gal de Valois, 75001 Paris",,,
unknown — check profile page,Chiringuito de Cala Xuclar,"Ctra. Porinatx km 26.4, 07810 Porinatx, Balearic Islands, Spain",,,
unknown — check profile page,Guisados,"2100 E Cesar E Chavez Ave, Los Angeles, CA 90033",,,
unknown — check profile page,Comète,"35 Rue de la Grève, 35800 Saint-Lunaire",,,
unknown — check profile page,Bar Lupo,"Badenerstrasse 155, 8004 Zürich, Switzerland",,,
unknown — check profile page,Aux éphérites,"17 Rue Nicolas Leblanc, 59000 Lille",,,
unknown — check profile page,Din Tai Fung Covent Garden,"5 Henrietta St, London WC2E 8PS, United Kingdom",,,
unknown — check profile page,Mylos by the sea,"Leros 854 00, Greece",,,
unknown — check profile page,BRAT,"4 Redchurch St, London E1 6JL, United Kingdom",,,
unknown — check profile page,Sillon,"4 Rue Jean Bart, 64200 Biarritz",,,
unknown — check profile page,Le Villarret,"13 Rue Ternaux, 75011 Paris",,,
unknown — check profile page,chopsuey cafe,"10 Dempsey Rd, #01-23, Singapore 247700",,,
unknown — check profile page,Cafe Puaa,"Rabbi Yohanan St 8, Tel Aviv-Yafo, Israel",,,
unknown — check profile page,Arkestra,"Etiler, Dilhayat Sk. No:28, 34337 Beşiktaş/İstanbul, Turkey",,,
unknown — check profile page,Hunan,"51 Pimlico Rd, London SW1W 8NE, United Kingdom",,,
unknown — check profile page,Cafe Bellot,"71 Rue Jeanne d'Arc, 59000 Lille",,,
unknown — check profile page,Fradelai Bistro,"99 S Portland Ave, Brooklyn, NY 11217, United States",,,
unknown — check profile page,The IZAKA-YA by KATSU-YA West Hollywood,"8420 W 3rd St, Los Angeles, CA 90048, United States",,,
unknown — check profile page,Frangente,"Via Panfilo Castaldi, 4, 20124 Milano MI, Italy",,,
unknown — check profile page,Les Trois Coups Restaurant,"44 Rue Saint-Suffren, 13006 Marseille",,,
unknown — check profile page,KIN,"Meinrad-Lienert-Strasse 1, 8003 Zürich, Switzerland",,,
unknown — check profile page,Restaurant Villa Mas,"Passeig de Sant Pol, 95, 17220 Sant Feliu de Guixols, Girona, Spain",,,
unknown — check profile page,Bouchéry,"Chau. d'Alsemberg 812/A, 1180 Bruxelles, Belgium",,,
unknown — check profile page,As Bifanas do Afonso,"R. da Madalena 146, 1100-340 Lisboa, Portugal",,,
unknown — check profile page,Mrs. Robinsons,"Pappelallee 29, 10437 Berlin, Germany",,,
unknown — check profile page,Orilla Miami,"426 Euclid Ave, Miami Beach, FL 33139, United States",,,
unknown — check profile page,Sintrofi,"Doxis 7, Thessaloniki 546 25, Greece",,,
unknown — check profile page,Karaköy Lokantası,"Kemankeş Karamustafa Paşa, Kemankeş Cd. No:57, 34425 Beyoğlu/İstanbul, Turkey",,,
unknown — check profile page,CheLI,"19 St Marks Pl, New York, NY 10003, United States",,,
unknown — check profile page,Auberge d'Achtal,"Place du Fronton, 64200 Arcangues",,,
unknown — check profile page,Les Enfants du Marché,"Marché des Enfants Rouges, 39 Rue de Bretagne, 75003 Paris",,,
unknown — check profile page,Acte II,"93 Rue Vieille-du-Temple, 75003 Paris",,,
unknown — check profile page,Library Street,"101 Setanta Pl, Dublin 2, D02 W3Y7, Ireland",,,
unknown — check profile page,Pizzarium,"Via della Meloria, 43, 00136 Roma RM, Italy",,,
unknown — check profile page,Tsukizi,"2 Bis Rue des Ciseaux, 75006 Paris, France",,,
unknown — check profile page,Frenchie,"5 Rue du Nil, 75002 Paris",,,
unknown — check profile page,ORSONERO COFFEE,"Via Giuseppe Broggi, 15, 20129 Milano MI, Italien",,,
unknown — check profile page,Kabi,"Tokyo, Meguro City, Meguro, 4 Chome-10-8 2F, Japan",,,
unknown — check profile page,Vacarme,"5 Rue des Bons Français, 44000 Nantes",,,
unknown — check profile page,Mokonuts,"5 Rue Saint-Bernard, 75011 Paris",,,
unknown — check profile page,Le Mangeoire,"Rue du Congrès 34, 1000 Bruxelles, Belgium",,,
unknown — check profile page,Hoppenworth & Ploch Nordend,"Friedberger Landstraße 86, 60316 Frankfurt am Main, Germany",,,
unknown — check profile page,Le Severo,"8 Rue des Plantes, 75014 Paris",,,
unknown — check profile page,Certo,"Rue Longue Vie 48, 1050 Bruxelles, Belgium",,,
unknown — check profile page,Al Settimo Gelo,"Via Vodice, 21, 00195 Roma RM, Italy",,,
unknown — check profile page,Geralds Bar,"Iparragirre Kalea, 13, 20001 Donostia, Gipuzkoa, Spain",,,
unknown — check profile page,Cloudstreet,"84 Amoy St, Singapore 069903",,,
unknown — check profile page,Ca Na Toneta,"Carrer de s'Horitzó, 21, 07314 Caimari, Balearic Islands, Spain",,,
unknown — check profile page,Grezzo,"Bernt Ankers gate, 0183 Oslo, Norway",,,
unknown — check profile page,Berangkat,"Kyoto, Nakagyo Ward, Japan",,,
unknown — check profile page,Flippin Burgers,"Observatoriegatan 8, 113 29 Stockholm, Sweden",,,
unknown — check profile page,Romanè,[address partially visible],,,
unknown — check profile page,HaSalon by Chef Eyal Shani,"Ma'avar Yabok 8, Tel Aviv-Yafo, Israel",,,
unknown — check profile page,Mathias Dahlgren Matbaren,"Södra Blasieholmshamnen 6, 111 48 Stockholm, Sweden",,,
unknown — check profile page,Goustut,"Quai de la pêcherie Résidence Le Grand Pavois, 40130 Capbreton",,,
unknown — check profile page,Destroyer,"3578 Hayden Ave, Culver City, CA 90232, United States",,,
unknown — check profile page,Newport Seafood Restaurant,"518 W Las Tunas Dr, San Gabriel, CA 91776, United States",,,
unknown — check profile page,P Franco,"107 Lower Clapton Rd, Lower Clapton, London E5 0NP, United Kingdom",,,
unknown — check profile page,incirali Meyhanesi,"Beylerbeyi, Beylerbeyi iskele Cd. No:4, 34676 Üsküdar/Istanbul, Turkey",,,
unknown — check profile page,La Violeta Bar de vinos naturales,"C. del Baluard, 58, 08003 Barcelona, Spain",,,
unknown — check profile page,Da Tuccino,"Contrada Santa Caterina, 69/f, 70044 Polignano a Mare, Italy",,,
unknown — check profile page,Pigalle,"Carrer de Bastió, 4, 07703 Maó, Balearic Islands, Spain",,,
unknown — check profile page,La Cuccagna Giro di Vite,"Corso Umberto I, 168, 74012 Crispiano TA, Italy",,,
unknown — check profile page,Joséphine Chez Dumonet,"117 Rue du Cherche-Midi, 75006 Paris",,,
unknown — check profile page,Bar Exer,"Tellstrasse 10, 8004 Zürich, Switzerland",,,
unknown — check profile page,Golden Deli San Gabriel,"815 W Las Tunas Dr, San Gabriel, CA 91776, United States",,,
unknown — check profile page,Claire et Hugo,"77 Av. du Général Gallieni, 10300 Sainte-Savine",,,
unknown — check profile page,BAO,"53 Lexington St, Carnaby, London W1F 9AS, United Kingdom",,,
unknown — check profile page,La Grande table marocaine,"Rue Abou Abbas El Sebti Hôtel Royal Mansour, 40000, Morocco",,,
unknown — check profile page,Kødbyens Fiskebar,"Flæsketorvet 100, 1711 Copenhagen, Denmark",,,
unknown — check profile page,Azur,"Yeniköy, Köybaşı Cd. No:71, 34464 Sarıyer/Istanbul, Turkey",,,
unknown — check profile page,Sora Margherita,"Piazza delle Cinque Scole, 30, 00186 Roma RM, Italy",,,
unknown — check profile page,ARCA,"Av. Boca Paila, Tulum Beach, 77766 Tulum, Q.R., Mexico",,,
unknown — check profile page,La Cocina de Humo,"Murguía 304, RUTA INDEPENDENCIA, Centro, 68000 Oaxaca de Juárez, Oax.",,,
unknown — check profile page,Kinijiro,"424 E 2nd St, Los Angeles, CA 90012, United States",,,
unknown — check profile page,Il Re della Brace,"Piazza Oratorio, 6, 74026 Pulsano TA, Italy",,,
unknown — check profile page,Macelleria Popolare,"Piazza Ventiquattro Maggio, 4, 20123 Milano MI, Italy",,,
unknown — check profile page,Can Cisa/Bar Brutal,"Carrer de la Princesa, 14, 08003 Barcelona, Spain",,,
unknown — check profile page,Cervecerías La Mejillonera,"Calle del Puerto, 15, 20003 Donostia-San Sebastián, Gipuzkoa, Spain",,,
unknown — check profile page,Wils Bakery Cafe,"Stadionplein 24, 1076 CM Amsterdam, Netherlands",,,
unknown — check profile page,Konstantin Filippou,"Dominikanerbastei 17, 1010 Wien, Austria",,,
unknown — check profile page,Latta,"Via Antonio Pacinotti, 83, 00146 Roma RM, Italy",,,
unknown — check profile page,Evvai,"R. Joaquim Antunes, 108 - Pinheiros, São Paulo - SP, 05415-000, Brazil",,,
unknown — check profile page,Cenci,"44-7 Shogoin Entomicho, Sakyo Ward, Kyoto, 606-8323, Japan",,,
unknown — check profile page,Contraste,"18 Rue d'Anjou, 75008 Paris",,,
unknown — check profile page,Little Prince,"199 Prince St, New York, NY 10012, United States",,,
unknown — check profile page,Mazette,"15 Fbg Sainte-Claire, 74000 Annecy",,,
unknown — check profile page,Løkka Deli,"olaf ryes glass 3, 0552 Oslo, Norway",,,
unknown — check profile page,Basta Street Food Bar,"Caferağa, Sakız Sk. No:1, 34710 Kadıköy/Istanbul, Turkey",,,
unknown — check profile page,Toupeirinho,"R. Godinho 27, 4450-148 Matosinhos, Portugal",,,
unknown — check profile page,Zanze XVI,"Santa Croce, 231, 30135 Venezia VE, Italy",,,
unknown — check profile page,Quinsou,"33 Rue de l'Abbé Grégoire, 75006 Paris, France",,,
unknown — check profile page,Immorale bistrot,"Via Lecco, 15, 20124 Milano MI, Italy",,,
unknown — check profile page,Cho Dang Gol,"55 W 35th St, New York, NY 10001, United States",,,
unknown — check profile page,Corona Trattoria,"Via Guglielmo Marconi, 9, 90141 Palermo PA, Italy",,,
unknown — check profile page,los Pescaditos,"C. la Garita, 58, 35542 Arrieta, Las Palmas, Spain",,,
unknown — check profile page,La Banchina,"Refshalevej 141, 1432 Copenhagen, Denmark",,,
unknown — check profile page,Vantre,"19 Rue de la Fontaine au Roi, 75011 Paris",,,
unknown — check profile page,Hoppers,"49 Frith St, London W1D 4SG, United Kingdom",,,
unknown — check profile page,Xemei,"Passeig de l'Exposició, 85, 08004 Barcelona, Spain",,,
unknown — check profile page,Barra,"Okerstraße 2, 12049 Berlin, Germany",,,
unknown — check profile page,Taquería Orinoco,"Av. Álvaro Obregón 179, Roma Nte., Cuauhtémoc, 06700 Ciudad de México, CDMX, Mexico",,,
unknown — check profile page,Shabour,"19 Rue Saint-Sauveur, 75002 Paris",,,
unknown — check profile page,El Cup Vell,"C. d'En Ventallols, 8, 43003 Tarragona, Spain",,,
unknown — check profile page,Ask Kahve,"Kuruçeşme, Muallim Naci Cd. No:64 D:B, 34330 Beşiktaş/Istanbul, Turkey",,,
unknown — check profile page,Granite,"6 Rue Bailleul, 75001 Paris",,,
unknown — check profile page,Mijoté,"2400 Harrison St, San Francisco, CA 94110, United States",,,
unknown — check profile page,Rest,"Kirkegata 1-3, 0153 Oslo, Norway",,,
unknown — check profile page,Il Luogo di Aimo e Nadia,"Via Privata Raimondo Montecuccoli, 6, 20147 Milano MI, Italy",,,
unknown — check profile page,Boragó,"Av San Josemaría Escrivá de Balaguer 5970, Vitacura, Región Metropolitana, Chile",,,
unknown — check profile page,Ela!,"Kampos Patmos, Patmos Dodecanese 855 00, Greece",,,
unknown — check profile page,Mosu,"Seoul, Yongsan-gu, Itaewon-ro 55ga-gil, 45, South Korea",,,
unknown — check profile page,Jean Imbert au Plaza Athénée,"25 Av. Montaigne, 75008 Paris",,,
unknown — check profile page,Amaya,"Calle Gral. Prim 95, Juárez, Cuauhtémoc, 06600 Ciudad de México, CDMX, Mexico",,,
unknown — check profile page,Wijnbar Titulus,"Chau. de Wavre 167A, 1050 Ixelles, Belgium",,,
unknown — check profile page,TIMBERYARD,"10 Lady Lawson St, Edinburgh EH3 9DS, United Kingdom",,,
unknown — check profile page,Pichet,"14-15 Trinity St, Dublin 2, D02 T998, Ireland",,,
unknown — check profile page,Kobawoo House,"698 S Vermont Ave #109, Los Angeles, CA 90005, United States",,,
unknown — check profile page,The coconut club,"269 Beach Rd, Singapore 199546",,,
unknown — check profile page,L'ultima goccia,"14, Giuseppe Polignani, 70043 Monopoli BA, Italy",,,
unknown — check profile page,Totoraku,"10610 W Pico Blvd, Los Angeles, CA 90064, United States",,,
unknown — check profile page,Le Caravane,"Km 12 Route D'Amizmiz, Marrakech 40000, Morocco",,,
unknown — check profile page,Antiche Carampane,"Rio Terà de le Carampane, 1911, 30125 Venezia VE, Italy",,,
unknown — check profile page,S'Amarador,"Carrer de Pere Capllonch, 42, 07760 Ciutadella de Menorca, Balearic Islands, Spain",,,
unknown — check profile page,Kamouraska,[address not fully visible],,,
unknown — check profile page,OLD BOY,"Rue de Tenbosch 110, 1050 Ixelles, Belgium",,,
unknown — check profile page,Selma,"Rømersgade 20, 1362 Copenhagen, Denmark",,,
unknown — check profile page,Oxte,"5 Rue Troyon, 75017 Paris, France",,,
unknown — check profile page,The Little Yellow Door,"6-8 All Saints Rd, London W11 1HH, United Kingdom",,,
unknown — check profile page,Braceria dello Sport,[address not fully visible],,,
unknown — check profile page,New Hoa Khoan,"15 Av. de Choisy, 75013 Paris",,,
unknown — check profile page,Via Carota,"51 Grove St, New York, NY 10014, United States",,,
unknown — check profile page,Bar Augustin,"Pl. de España, 29, 07701 Mahón, Balearic Islands, Spain",,,
unknown — check profile page,Petrelle,"34 rue Pétrelle, 75009 Paris",,,
unknown — check profile page,A Cozinha do Manel,"Rua do Heroismo 215, 4300-255 Porto, Portugal",,,
unknown — check profile page,Sushi Yasuda,"204 E 43rd St, New York, NY 10017, United States",,,
unknown — check profile page,Augustiner-Keller,"Arnulfstraße 52, 80335 München, Germany",,,
unknown — check profile page,St. JOHN,"26 St John St, Barbican, London EC1M 4AY, United Kingdom",,,
unknown — check profile page,Le Perchoir by Manon Fleury,"14 Rue Crespin du Gast, 75011 Paris",,,
unknown — check profile page,Le Baratin,"3 Rue Jouye-Rouve, 75020 Paris, France",,,
unknown — check profile page,Iluka,"Peder Skrams Gade 15, 1054 Copenhagen, Denmark",,,
unknown — check profile page,Cave des Creux,"Courchevel, 73120 Courchevel",,,
unknown — check profile page,Le Tachinomi Desu,"Río Pánuco 132-1a, Cuauhtémoc, 06500 Ciudad de México, CDMX, Mexico",,,
unknown — check profile page,En Mets Fais ce Qu'il te Plaît,"43 Rue Chevreul, 69007 Lyon",,,
unknown — check profile page,Santa Katarina,"Har Sinai St 2, Tel Aviv-Yafo, Israel",,,
unknown — check profile page,Hambrè,"Carrer Ricardo Curtoys Gotarredona, 1, Local 9C, 07840 Santa Eulària des Riu, Balearic Islands, Spain",,,
unknown — check profile page,Le Gibolin,"13 Rue des Porcelets, 13200 Arles",,,
unknown — check profile page,Da Passano,"53 Quai Jérôme Comparetti, 20169 Bonifacio",,,
unknown — check profile page,Il Casta,"Tompazi, Idra 180 40, Greece",,,
unknown — check profile page,Batey Mojito and Guarapo Bar,"C. Centauro Sur, Tulum Centro, 77760 Tulum, Q.R., Mexico",,,
unknown — check profile page,Chéri Bibi,"50 Rue d'Espagne, 64200 Biarritz",,,
unknown — check profile page,CRABE-TORO,"17 Rue Caisserie, 13002 Marseille",,,
unknown — check profile page,Cenzontle,"Carretera Tulum-Boca Paila Km 7.3 S/N, 77780 Tulum, Q.R., Mexico",,,
unknown — check profile page,Oenosphère,"33 Rue de Zurich, 67000 Strasbourg",,,
unknown — check profile page,HaBasta,"HaShomer St 4, Tel Aviv-Yafo, Israel",,,
unknown — check profile page,Pasticceria Andrea Ascalone,"Via Vittorio Emanuele II, 17, 73013 Galatina LE, Italy",,,
unknown — check profile page,Cortijo La Mezcaleria,"5 de Mayo 305, RUTA INDEPENDENCIA, Centro, 68000 Oaxaca de Juárez, Oax., Mexico",,,
unknown — check profile page,Castello Hydra,"Kamini Hydra Island, 180 40, Greece",,,
unknown — check profile page,Quiosque São Paulo,"Praça São Paulo, 1200-194 Lisboa, Portugal",,,
unknown — check profile page,Dok,"Shlomo Ibn Gabirol St 27, Tel Aviv-Yafo, Israel",,,
unknown — check profile page,Europizza,"Gedempt Hamerkanaal 79, 1021 KP Amsterdam, Netherlands",,,
unknown — check profile page,Carøe,"51 Rue Gambetta, 64200 Biarritz",,,
unknown — check profile page,Pedro Lemos,"R. do Padre Luís Cabral 974, 4150-464 Porto, Portugal",,,
unknown — check profile page,Tippling club,"38 Tg Pagar Rd, Singapore 088461",,,
unknown — check profile page,Enoteca Vino al Vino,"Via Gaspare Spontini, 11, 20131 Milano, Italy",,,
unknown — check profile page,ernst,"Gerichtstraße 54, 13347 Berlin, Germany",,,
unknown — check profile page,Chantoiseau,"63 Rue Lepic, 75018 Paris",,,
unknown — check profile page,Apotek 57,"Fredericiagade 57, 1310 Copenhagen, Denmark",,,
unknown — check profile page,Arima. Basque Gastronomy,"C. de Ponzano, 51, 28003 Madrid, Spain",,,
unknown — check profile page,Itanonî,"Av Belisario Dominguez 513, Reforma, 68050 Oaxaca de Juárez, Oax., Mexico",,,
unknown — check profile page,Moúrga,"Christopoulou 12, Thessaloniki 546 35, Greece",,,
unknown — check profile page,Mikla,"Asmali Mescit, The Marmara Pera, Meşrutiyet Cd. No:15, 34430 Beyoğlu/Istanbul, Turkey",,,
unknown — check profile page,UGO Cocktail bar,"Via Corsico, 12, 20144 Milano MI, Italy",,,
unknown — check profile page,Dumbo,"64 Rue Jean-Baptiste Pigalle, 75009 Paris",,,
unknown — check profile page,Septime,"80 Rue de Charonne, 75011 Paris, France",,,
unknown — check profile page,ARENALES,"Boulevard Zumardia, 11, 20003 Donostia, Gipuzkoa, Spain",,,
unknown — check profile page,Playa Provisions,"119 Culver Blvd, Playa Del Rey, CA 90293, United States",,,
unknown — check profile page,Restaurante Bogavante,"Av. Marítima, 39, 35570 El Golfo, Las Palmas, Spain",,,
unknown — check profile page,Mendi,"Av. da Boavista 1430, 4100-114 Porto, Portugal",,,
unknown — check profile page,Auberge de Chassignolles,"Le Bourg, 43440 Chassignolles",,,
unknown — check profile page,Seychelles,"Keramikou 49, Athina 104 36, Greece",,,
unknown — check profile page,Pigeon,"Plaza Río de Janeiro 56, Roma Nte., Cuauhtémoc, 06700 Ciudad de México, CDMX, Mexico",,,
unknown — check profile page,Restaurant s'Estanc Vell,"Ctra. de Palma, 29, 07250 Vilafranca de Bonany, Balearic Islands, Spain",,,
unknown — check profile page,Sola,"12 Rue de l'Hôtel Colbert, 75005 Paris",,,
unknown — check profile page,Es Xarcu,"Cala Es Xarco, 07839 Sant Josep de sa Talaia, Balearic Islands, Spain",,,
unknown — check profile page,Fábrica Coffee Roasters,"R. das Portas de Santo Antão 136, 1150-269 Lisboa, Portugal",,,
unknown — check profile page,Vietnamese Delight Pho 99,"57/58 Amoy St, Singapore 069883",,,
unknown — check profile page,Tasca Celso y Manolo,"C. de la Libertad, 1, 28004 Madrid, Spain",,,
unknown — check profile page,Restaurant Tossal Gros,"Carretera de Prenafeta a L'illa s/n, 43400 Prenafeta, Tarragona, Spain",,,
unknown — check profile page,4850,"Camperstraat 48-50, 1091 AH Amsterdam, Netherlands",,,
unknown — check profile page,Pitiona,"C. de Ignacio Allende 114, RUTA INDEPENDENCIA, Centro, 68000 Oaxaca de Juárez, Oax., Mexico",,,
unknown — check profile page,Side Pie,"900 E Altadena Dr, Altadena, CA 91001, United States",,,
unknown — check profile page,Sa Trinxa,"Playa de Ses Salines, 07830 Sant Josep de sa Talaia, Balearic Islands, Spain",,,
unknown — check profile page,Hotel L'Arlatan,"20 Rue du Sauvage, 13200 Arles",,,
unknown — check profile page,Petra Roasting Co.,"Gayrettepe, Hoşsohbet Sokağı, 34349 Beşiktaş/Istanbul, Turkey",,,
unknown — check profile page,Sima,"Corso di Porta Vigentina, 12, 20122 Milano MI, Italy",,,
unknown — check profile page,Ibiza Food Studio,"Carrer Alt, 2, 07800 Eivissa, Balearic Islands, Spain",,,
unknown — check profile page,Rokai Ramen-Ya,"Río Ebro 89, Cuauhtémoc, 06500 Ciudad de México, CDMX, Mexico",,,
unknown — check profile page,Papi,"46 Rue Richer, 75009 Paris",,,
unknown — check profile page,Sauvage,"55 Rue du Cherche-Midi, 75006 Paris",,,
unknown — check profile page,Juntos,"Arhusgade 48, 2100 Copenhagen, Denmark",,,
unknown — check profile page,MONOCROM,"Pl. de Cardona, 4, 08006 Barcelona, Spain",,,
unknown — check profile page,La Petite Maison,"3 Pl. du Connétable, 18300 Sancerre",,,
unknown — check profile page,EL CANGREJO ROJO,"C. Roque Nublo, 11, 35510 Puerto del Carmen, Las Palmas, Spain",,,
unknown — check profile page,Bodega Donostiarra,"Peña y Goñi Kalea, 13, 20002 Donostia, Gipuzkoa, Spain",,,
unknown — check profile page,Becco,"Kristian Augusts gate 11, 0164 Oslo, Norway",,,
unknown — check profile page,Ogata,"16 Rue Debelleyme, 75003 Paris",,,
unknown — check profile page,Dos Pebrots,"Carrer del Dr. Dou, 19, 08001 Barcelona, Spain",,,
unknown — check profile page,Litro,"Via Fratelli Bonnet, 5, 00152 Roma RM, Italy",,,
unknown — check profile page,Boulenc,"C. Porfirio Diaz 207, RUTA INDEPENDENCIA, Centro, 68000 Oaxaca de Juárez, Oax., Mexico",,,
unknown — check profile page,Greyhound,"37 Berners St, London W1T 3LZ, United Kingdom",,,
unknown — check profile page,Restaurante 2000,"Lugar Playa, Benirrás, 07815 Sant Miquel de Balansàt, Balearic Islands, Spain",,,
unknown — check profile page,Ristorante Da Adolfo Di Bella Sergio,"Via Laurito, 40, 84017 Positano SA, Italy",,,
unknown — check profile page,Galopin,"3 Quai des Cordeliers, 74000 Annecy",,,
unknown — check profile page,Le Kitchen,"34 Rue Chevreul, 69007 Lyon",,,
unknown — check profile page,101 Gowrie,"Govert Flinckstraat 326HS, 1073 CJ Amsterdam, Netherlands",,,
unknown — check profile page,Brasserie du Diamant,"3 Av. Eugène Macchini, 20000 Ajaccio",,,
